negative; We called in after a great day out  eventually found a clean table The place was filthy we thought we would give it a chance What a mistake Two of the party ordered chicken tikka massalla and the poppadums had been grilled instead of deep fried and were burnt The waitress knew and quickly got some more I ordered a oz sirloin medium rare with a peppercorn sauce the steak was black on one side and my sauce became Diane sauce We ate our food and left we really didn t want a dessert My advice is don t do it The manager and the chef seriously need replacing Take heed hungry horse 
negative; worse place ever eaten cold food dirty looking staff landlord big headed and you better not complain about anything  and the worse john smiths iv ever tasted at top price too decor way out of date A PUB ON ITS LAST LEGS searching for scraps dont be one 
negative; Ordered food they said minutes on a Thursday at pm over an hour came and went so I called to see where the food was he said it s still on the grill then tried blaming traffic for the delay I asked how can it b the traffic when it s still on the grill and he put the phone down on me Very rude customer service and a loss of custom We ended up using the kebab opposite And it tastes better 
negative; I had high hopes for our trip to Browns in Oxford having not been for years On entering my friend and I were welcomed by a sultry hostess who showed us to a table as we walked across the Wooden floor it became apparent the floor was ridiculously greasy and slippy having seated us she walked off no smile no offer of a drink We actually moved tables ourselves as the place was empty and there were far better tables available We finally got someone s attention and ordered a bottle of wine and a jug of water Wine came no water and no order taken After minutes another waitress came and took our order I mentioned the lethal floor and she said quot yes I know this it s greasy quot Food came still no water asked separate people for the water which finally came at the end of our meal The food was actually okay which was a relief  Once we had paid the bill we both went to the ladies walking VERY carefully not to slip over We were disgusted every single one of the ladies toilets was blocked were to the brim with excrement and the other with urine toilet roll all over the floor At this point I actually spoke to the manager who had no clue I mentioned the toilets should be regularly checked and are a reflection of the standard of hygiene in the entire place He was polite but clearly didn t care  Such as shame we both grew up going to Browns when it was privately owned it s part of a chain now and literally gone down the toilet  if it wasn t blocked  
negative; I ve been here before and it was amazing  Unfortunately things have gone downhill since our last visit I had a steak which was ok but the chips were horrible not helped in anyway by the metal pot they were served in which made them soggy My husband had a burger called a juicy Lucy burger well it s was so dry it crumbled on to his plate when he cut it He said it was disgusting and while we were discussing our poor meal I over heard another customer complaining about her burger and chips and left with out paying We told the staff about or food which we were not charged for It s a shame as when it first opened it was lovely Don t think I d ever go back 
negative; disgusting service disgusting food unless you like everything sweet Took over an hour to get our starters  minutes for refill drinks and out of of us had luke warm food whilst another was sat waiting  i had to go and ask to get it sorted whereup our waitress i use the word loosely had to take the order again food came minutes later All the meat was sweet gt gt gt gt gt why Poor service disgusting food and as it was a tuesday it was empty  dont go there save your money and go to macdonalds at least your fods hot there 
negative;Googled this place after watching Mary Berry Cooks and thought what a lovely looking place Found it read the menu and booked for the following Sunday On arrival we were very impressed old style pub but with new and contemporary fixtures My husband and I both ordered mushroom soup with was utterly tasteless It was luke warm and that thick you could have spread it Then the mains I order slow cooked lamb Anything but slow cooked in my opinion Slow cooked meat should fall off the bone  this you had to get a steak knife to get through it Other half had beef and this again was tasteless I am honestly not exaggerating it was all terrible Service was poor long time between courses Waitresses standing around discussing last nights events etc etc you get the picture One couple behind were waiting mins for dessert We felt utterly disappointed by the whole experience and would never return or recommend to anyone 
negative;Went to Yak and Yeti last night Restaurant was shabby and is in need of refurbishment Two of the bottles of wine we tried to order from the wine list were out of stock so settled on a bottle of Matues Staff bought wine to table and poured two glasses When she left we realised it was not Matues but a bottle of similar Sainsbury wine which you can buy for Wanted to charge us Was told that the wrong bottle was picked up Wouldn t recommend this restaurant at all as there was no heating on and was freezing cold couldn t wait to get home in the warm 
negative; When we arrived the restaurant was packed with Chinese people which is usually a good sign I was with a designer friend of mine and she had chosen the restaurant We ordered the food and it came quite quickly The vegetable spring rolls were only just ok and the other starter the same We kept looking at each other I didn t want to say it was awful as she had chosen the restaurant and as it turned out later she didn t want to say it was awful for the same reason The main courses came and they were just terrible Vegetarian Singapore noodles first time ever I had these and they were tasteless Sweet and sour vegetables which looked like they were swimming in an orange liquid Greasy prawn crackers The other dish of lamb was rubbery no jokes please and the fried rice was literally grey with black swipes in it I tried a bit of it and it tasted like old grease At the point we looked at each other and both said at the same time This is awful We called the waiter over told him the food was awful asked him to speak to the manager which he did and came back with some orange and a couple of lychees He was very nice it wasn t his fault We went to pay and speak to the Manager We told him the food was really really bad and we d left most of it We also couldn t evaluate the bill as it was all in Chinese and he did not suggest lowering it so we paid up  and left A lot of money considering there was only Chinese tea involved to drink which incidentally was also horrible dishwater Strangely enough everyone else s food looked quite good nice white rice etc so maybe we were singled out for special treatment If I were paranoid I would believe that We will never ever be going back there again or recommending it to anyone Don t risk it  ever 
negative; Went last Friday with a friend with the intention to dine however after the excessive unpleasant attitude and rudeness from one of the waitresses completely unwarranted we walked out before ordering after notifying the Manageress who apologised and recommended we eat in the bar instead as we refused to stay in the restaurant  The bar staff on the otherhand were really helpful and friendly before we entered the restaurant and after However after drinks due in part to the previous experence we went elsewhere to eat 
negative; Went to this restaurant for a group meal Initially it was to be a buffet but because there were too few bookings + were actually there  we were palmed off with a plated starter which was quite nice main courses to share including rice pancake and bread and a rice pudding for dessert Very little of the food was to my personal liking but I also heard a lot of the group uttering their disappointment too The portions were very small and most were only lukewarm I can certainly think of many better Indian style restaurants who give far better value for money We also had to wait quite a while for drinks After reading other people s reviews I was really looking forward to trying this restaurant  I won t be going there again By the way  don t even think of using the toilets upstairs disgusting 
negative; The decor was fantastic I arrived for the first time at the cozy club I was told by a jumped up year old that if I only wanted a light snack and a glass of wine that I had to sit outside My mum had has just got over an illness and very inappropriate to be sat outside in the rain I was so disgusted I left to go to a friendlier bar  Will never return Staff very rude x 
negative; I went here for lunch with my partner for my birthday having walked passed a few times and read good things However my experience here means I will never walk through the door again  We ordered with good time considering we had met on a work lunch break we were hoping to have eaten and be back in good time Turns out we waited  minutes for our meals two burgers and chips to arrive by then we had to leave When we ordered we were not told how long we would have to wait and those that came in after us for takeaway left before us  The biggest worry is that anyone is allowed to walk straight into the kitchen from the outside I was told to grab my own drink from the fridge behind the counter and two staff members rolled in off the street and into the kitchen to prepare food Without even washing their hands or changing their clothes Disgusting  When we asked for our money back there was confusion as the member of staff serving did not speak very good English and went to get the manager  Guess what she never came over I eventually took my food away in a takeaway box and ended up throwing it away I couldn t stand the thought of eating it after what I d seen  Clearly a place that just seems to serve friends and family of the owner and outsiders are clearly not welcome Will never return 
negative; A Long wait and when the meals had arrived they had for sure been microwaved Bar staff clearly didn t know how to smile and looked like they didn t want to be there Waiters standing around chatting and our waitress didn t have a clue what she was doing Will definitely not be returning 
negative; I have been to this bar a few times now and each time have been thoroughly disappointed with the service I and others have received from the staff there Tonight was so awful that I was compelled to write this review They called last orders at around :pm and then about ten minutes later went about telling everyone to get up and leave This was done in an extremely aggressive manner by one member of staff in particular He seemed furious that we hadn t finished up our drinks in the ten minutes we were given He angrily snatched away our glasses almost hitting me on the head in the process As soon as we d stood up our chairs were whipped out from beaneath us and stacked up  I ve never been to a pub with such awful and aggressive quot chucking out quot times There was no need whatsoever The food is probably nice and the atmosphere is okay but the poor service detracts from this somewhat  Next time I will definitely be trying out the newly opened Alfred across the road 
negative; Lovely place Called for Sunday lunch Waitress never raised a smile Food terrible Vegetables almost raw and carrots had a strange plastic taste Could have soled your boots with the Yorkshire pudding Not sure if mash was real or packet Came covered in gravy so no choice Roast beef not very nice either We left still hungry Definitely would not go again 
negative;I would like to give a review of quot The Dining Room quot as it was recommended to me However I booked on th October for a family group of to enjoy joint birthday celebrations at pm on th Today th October I have had a phone call from the dining room to cancel my booking as quot the kithcen isn t open that late quot After checking on website I find that no kitchen isn t open all day however they ARE open from pm Did they offer a later booking NO yet it would have been acceptable It did sound like a very young and lacking in customer service experience I am now having to find a new venue for at much shorter notice So really NOT happy 
negative; there were a number of flies in the restaurant before ordering our meal we drew this to the attention of the deputy manager who lit a number of citronella candles to help during our meal the flies began to land on our food whilst the deputy manager was very sympathetic the owner was not and told the manager to inform us that we were by a canal and should expect flies he also said that as we had eaten roughly half our food we should pay half for it he didnt even have the decency to address the complaint himself advise to stay away not a nice owner very rude although the rest of the staff were lovely ive eaten in lots of country pubs and pubs by the canal  none have had fliesin them  very worrying 
negative;I popped into this establishment on a hot summers day for a cooling ice cream I was astounded that for a small one scoop ice cream I was charged I paid out of politeness but honestly really how can they charge that much 
negative; When a chef won t eat in her own restaurant what does that say  Our visit on th December was a disaster When we arrived they told us there might be a delay as everyone was booked in for the same time  I ordered sparkling water to drink It was from a large bottle as they had no small bottles It had been open for about a week I think as the sparkle had certainly left I ordered a curry and again was warned there would be a wait There was indeed we waited hour minutes and when it came it was inedible The sauce was like water and so spiced it had no flavour just heat We were told they had had a run on curry so the chef had made some more and that was why it was so tasteless Another customer had been told that the chef doesn t eat curry so she didn t know how much spice to use We were not charged for this curry and the bar staff were very nice I don t know how they could stay so cheerful in the circumstances  The place was freezing and very dingy Desperately in need of some tlc Will definitely never visit this place again 
negative; We had a year old vegetarian in our party when i asked if there was an alternative option to pasta i was told no as the jackets were OOS We then had to wait mins for our food We then tried to order our desserts to be told that the ice cream was not available if we had known this when we arrived we would never have chosen to stay as the ice cream sundaes are by far the best thing they offer and the rest of their food is below standard They also had no butter available only very bad tasting margarine and myself and my partner received approx chips each on our gourmet burger dishes 
negative; Went for Xmas dinner total shambles from the start  We were asked to arrive at but were kept outside in the freezing cold for minutes  Had to wait nearly an hour from first course to main course  So many people were complaining that they hadn t even got there starter  For pounds we expected good food and good service but got neither  We decided to leave after our second course wasn t worth all the stress  Definatly won t recommend it to any one  
negative; We loved going there before However this is are third time going since it s a hungry horse and its shocking Service leaves a lot to be said and the food has gone down We went tonight and the things described on American platter were not on there We said to person taking our plates about it bear in mind no one had come to ask if our meal was ok  She aid she would tell manager and come back  ok we waited for ages then decided to leave on the way out the waitress who took our plates Wales passed us chewing food Seriously not good 
negative; We popped in after finishing a lovely walk visiting the area and my husband opted for a cream tea It was described as being offered with tea or coffee My husband said he would like a cappuccino instead of coffee this was on the menu as a coffee they served but he was told he could not have it Only tea or coffee the Japanese man said My husband said he wanted a cappuccino and the host said it would be more expensive That s fine we said The host couldn t let it go and started talking processes At this point we felt he didn t really want our business so said we may go elsewhere he said that s fine and picked up the grubby menus and that was the end of our visit We couldn t believe it we were not made to feel welcome and he clearly did not want to please us by giving us what we wanted  It s only afterwards looking on here that we realised we were not the first that have encountered his appalling attitude to customers I guess it is in a place with lots of first time visitors  if he was in a normal village he would be out of business by now  My advice there is a much more friendly and lovely tea room just down the road 
negative; Thought we had gone back to the s  not in a good way Awful entertainment and very dated furnishings 
negative; My family visited this pub during our week s holiday to Hayle with the intention of having our first evening meal together My mother  I went ahead to check there was space available for our party  Upon enquiry we were informed the pub doesn t serve food on Mondays This would have been fine with us had the gentleman behind the bar not delivered this message in such a rude and abrupt manner He s lucky I was in a good mood due to being on holiday or he wouldn t have got away with speaking to us like he did and extra lucky my father wasn t there to witness this exchange or there would have been trouble  I can appreciate that perhaps this gentleman may grow tired of repeating to customers that food is not served on Mondays but it s all in the delivery of the message  Service skills nil people skills nil  a poor representative of a beautiful town 
negative; We have been customers of Cosmos since they first opened in Chatham and we have always found the food and service to be nothing less than % every time We have always told friends how good it is to eat here and we have had many celebrations at this resturant as well over the years Last night we went in for a meal we can see they are having a refit no problem with that but no one wanted to serve us one of the ladies was wiping tables so I asked her if we could have some drinks the look said it all she was NOT please that we had bothered her when she came back she thumped the glasses of drinks on our table and never spoke a word to us That was it for us at that point we decided to leave we did speak to staff as we left but they was not really bothered We did tell them that we would not be returning to Cosmo again in the future 
negative; You would probably be better calling in at your local fish and chip shop The experience was outstanding Joy our guide waitress was fab reception was fab but if you are looking for a gourmet experience look elsewhere Worth it for the experience although it did get a little tiresome but not for the food itself I ve just arrived home and enjoyed CHIPS from the chip shop sorry if that sounds a bit naf  
negative; We have just returned from the worst sunday lunch I think I have ever had The building is beautiful but once inside the hall smelt of old fish The whole experience was like eating school dinners within an old peoples home We ordered drinks at our table and gin and tonics arrived without ice or lemon A long blond hair accompanied my husbands starter a piece of plastic in my daughters The waitress dropped a knife on my husbands shirt clearing away the starter We sat in a room which resembled a large library The tables were like the put up and down wall papering ones and function chairs Cheap and nasty china Three of us had pork two slices of very dry meat with a small dried out stuffing ball sitting on the top and one had turkey which didn t look much better Potatoes roast and boiled still with the water in cabbage about four beans and unpeeled carrots all came in the same dish No wonder everything was watery It is such a shame as the building and grounds are lovely and we had hoped the experience and food would live up to the surroundings It felt very much like people were on cheap breaks  the soup was out on trestle tables in large catering urns This could be good if someone could sort it out but changing the chef would be my first suggestion We are local but will not be returning 
negative; My first trip to stratford with my boyfriend was ruined by being turned away from this pub by an eastern european member of staff We followed a polish couple in who hadnt reserved a table and were seated straight away When we asked for a table she was very rude and said they were fully booked even though we could see lots of empty tables We will not be going back Staff need to learn some manners 
negative; Was very happy to be going here for our meal out But I would never go again our plates were cold and the food was not worth the money it was like baby food just so cold Theere was one member of staff who was very very rude and clearly thought she was better then ourselfs she also pointed at me to her other member of staff and said quot it quot hasn t got a spoon over there I am not an quot it quot and feel very let down for the money spent and come away feeling very low  We would not recommend going there which is such a shame as it does look amazing inside and out but never again And I have now also told all my friends never to go as the service and food is shocking Good luck if you do chance it and go  you may need it 
negative;This is the worst restaurant ive eaten in  the manager is so rude and grumpy  the food is all pre frozen they said they had no potatoes left but i had potatoe skins for starter which i saw them taken out off the freezer  my burger was cold and dry and by the time they come back with chips id finished  what a waste of time and money do not spend your hard earned money here 
negative;Used to visit frequently as a family when this was all day and had never had any problems until our last visit when it seems they have been taken over Changed the name to all day and the quality has gone down hill some of the food was luke warm and some food was so overcooked it was un edible My five year old son had chicken nuggets he couldn t even bite into as they were so hard I chipped a tooth on a chicken skewer it was so dried out After less than a plate full of food that i wouldn t serve to my dog my husband point blank refused to pay for our food and only paid for the drinks Will not be returning Disgusting
negative;Very disappointed in this very overpriced Indian Restaurant If the food was good we could have accepted prices % inflated over other Indian Restaurants in the area We had booked in advance hoping for a good table When we arrived at PM the restaurant was near empty yet we were put round the corner on a very small table We had to put our drinks on the floor since there were four of us struggling with a table more suited for two They didn t even do Kashmir chicken which is our favourite so we accepted Pasander but that was nothing like a good Pasander The chicken was not marinated lacking flavour The mild curry sauce was lumpy and lacked any pleasant texture or taste We concluded the chef was not good at the milder curries But the big thing for us other than the very inflated prices nearly pounds for a large glass of wine we asked for a Rosa but got a house white wine was the awful Nan bread It was not the doughy high flavour bread we had become accustomed to over many years This bread was light powdery and totally lacked flavour By far the worst Indian Restaurant we have ever eaten in and the very first review we have ever done of this kind A meal for of us our share was pounds and we had only beer  one glass of wine and water Very very poor 
negative; We went for afternoon tea at pm approx but should have walked out We were given a menu and informed that there was no food  but when we queried this were offered two flavours of sponge cake The tables were dirty and we asked to have ours cleaned and for the dead flowers to be taken away The tea coffee was OK but the cake disappointing Very expensive compared with other places in the town We will not be going there again 
negative;Waitress was great but food was nothing to shout about Mum ordered half a roast chicken it came out on a plate with a tiny amount of salad and a bowl of chips it was more like half a pheasant than half a chicken Portion sizes and presentation of food really let the place down you walked away feeling like you had been robbed  most disappointing  
negative; My partner was sick soon after the meal here as was I the next day We had eaten here many times it was always never anything special just ok However following this episode we will not be returning 
negative; Don t go there I wish we had read the reviews before we ventured out but it was a impulse decision which we really regretted The service was appalling When we arrived we were greeted by the surliest waitress imaginable The place was virtually empty but she still asked us if we had reserved a table and when we confirmed that we had not she appeared to be dubious about finding us one She then grabbed two menus and stalked off without speaking We were left wondering if we should follow her or remain where we were The Manager had to call her back so that she could ask us to follow her Despite the lack of diners we were only offered a choice of two tables  take it or leave it She was unaware of what beer the bar served The drinks took an age to arrive In the end we were so disgusted with her attitude that we did not wish to be subjected to an unpleasant evening and paid for our drinks and left When asked by the cashier why we were not eating we informed him we were leaving due to the appalling service We paid for the drinks and he had no change to give us  unbelievable He disappeared for ten minutes while we waited for our change We stupidly assumed that he had gone to find the Manager in order that an apology could be made to us  but no that was wishful thinking why weren t we surprised He gave us our change without an apology for the wait or the bad service we had received We left with relief vowing never to set foot in the place again If you want a pleasant dining experience this is not the place to go to 
negative; Please unless you like being ripped off quot Avoid  quot If you are and have never eaten anything other than pot noodles you may think this is ok However it s actually a scam or there abouts for a bottle of wine which I kid you not costs I sell wine  and that is one of the cheapest things on the menu for a bit of mince meat and rice Go there if you want but you have been warned it s awful Situated in a tourist area they don t care 
negative; Awful cold food that was quite frankly inedible Ordered at arrived just before  Tasteless and horrible Gone are the days of good service and nice food Mint dips missing salad missing Seems to of gone right down hill  Very disappointing 
negative; My husband is kurdish and we decided to go to the kurdish restaurant for a dinner and we choose Sarchnar The restaurant was very busy but we found a table near the door where was very cold for our daughter she is years old When we saw another empty table we moved there We been waiting to order food for min our daughter started to cry it was horrible none of the waittress even came and ask what we would like to order They been serving people who came after us We been treating very bad Finally they brought soup but no spoons so we needed to ask for it I lost my patient and called waitress and asked when we will get our food or we are going to another restaurant and she said in min We been waiting again for min Finally we get food : it was delicious thank`s to good cheff I don`t recomend this restaurant to anyone we never been expierenced service like this The owner needs to choose another staff or to teach whem how to treat customers My husband left very disappointed:  
negative;First time going there for a meal what a disappointing meal this was  They don t even bring any cutlery sauces etc over to you we had to go over ourselves Get better service at a bloody Hungry Horse  We ordered a starter which we didnt even get Our mains came out first  we both ordered a burger which was passable untill i noticed the horrific bacon that was just slapped onto the top the bacon was disgusting i wouldnt of even fed this to my dog It was cold uncooked and fat was all over it  I bet they wouldnt eat it themsevles so why should i eat it It was very expensive meal for what we got and i was very very disappointed I eat out quite regulary and ive had better service and food at cheaper places I did let the staff know i wasnt happy with the bacon and he seemed very uninterested if this was me due to working in a customer service environment id be making sure the customer got an apology for the meal Nothing was said and he took our dishes from us when he bought the dessert out So we where sat outside for ages with our old dishes Poor poor poor service I had to ask for them to take off the starter from my bill because we hadnt even received it  It still came to about i thought it was a total ripoff  I had sent them an email of complaint this morning but havent heard back so this is why i am writing on here because maybe they will take me a bit more seriously 
negative; Tables way too small for  Drinks took mins first time and not much improvement second time round The nachos were served on paper which stuck oh yeah I know said the waitress Our daughter said it was chilli without the con carne  tasted like a packet mix stew without the meat  Awful 
negative; Only one vegetarian starter on menu and skin not taken off pumpkin Had avocado salad for main Arrived late because made up before hot food and forgotten Also very small portion even though I d asked if I needed to order extra vegetables Waiter could only suggest I add prawns or tuna Would not return if I had a choice 
negative; I have just returned from an evening meal at Scoff and Banter to say I am disappointed is an understatement We decided to eat there due to some positive reviews and because previous experience when the restaurant had been Relish had been okay and we figured that now the restaurant had time to bed in it would be better How wrong can you be We arrived at pm Because two of our party couldn t come we asked for a smaller more intimate table for the six of us rather than the one we had been allocated opposite the door Our request was swiftly accommodated and we were shown to a booth and an extra table and chairs added for the of us Great start However our new table hadn t been set i e no glasses cutlery or napkins  We ordered wine and water and after a short wait the wine appeared The water was less forthcoming but was eventually brought to the table Food was ordered no starters as we fancied desserts and we settled down to enjoy the evening An hour passed and no food arrived Then a waiter appeared carrying a basket of bread Complimentary bread from the chef apparently to apologise for the slow appearance of our ordered food A nice gesture but the bread arrived without any means to butter it  on the second request knives and side plates for the table eventually appeared Bread mostly demolished we waited on for our main dishes And waited And waited When they eventually appeared we excitedly went about eating once that is we d asked for cutlery and napkins for the third time To our huge disappointment the food was mostly stone cold Personally I can t eat cold steak and chips so I sent mine back and so did someone else The waiter said the steak would be refreshed and returned Giving the benefit of the doubt once more we waited and yes you ve guessed it waited some more Twenty minutes later when our fellow diners had finished our steaks reappeared  new steaks not refreshed ones and fresh chips I appreciated the gesture of giving us new steaks but actually refreshing the old ones would have been ok and reduced the wait This time they were molten and the plates very hot Now the problem was that the steak was very hot and very tough But by this stage I was so hungry I ate it Main meals finished we ordered more wine and after several asks it did appear The water we ordered to accompany it never did By this stage we had resigned ourselves to just getting through things and it was becoming ever more farcical We decided that taking a punt on pudding was just too risky how long would it take to appear All of us had to make it home to relieve babysitters and it was now nearly  We had already flagged to the waiting staff that we weren t impressed and asked for some recognition of the fact we d had a really negative experience but so far no one had come to speak to us about our experience or to apologize When the bill eventually arrived it hadn t been discounted at all We were now really fed up still waiting for someone to come and talk to us and by no means happy to pay for the overall experience At no point had anyone other than the waiter communicated to us unless you count the chef sending us complimentary bread When we told the waiter that we weren t prepared to pay the whole bill he said that all he could do was comp the burger and sea bass  the irony being the sea bass was probably the best thing ordered Still not feeling that our concerns were properly being addressed the waiter agreed to go and speak to the duty manager  The duty manager duly arrived and said he would comp all the food apart from the two steaks that had been replaced By this time we d really had enough  we had gone to the restaurant in good faith to have a meal with friends we eat out regularly and have never had such an appalling experience in Guildford The idea that two steaks that arrived long after everyone else had finished eating and were so hot and tough as to be again fairly unpleasant but eaten due to sheer starvation reasons were worth paying for felt wrong and if they d noticed the chips went back to the kitchen pretty much untouched However in the interests of our waiting taxi and babysitters we settled the bill left our email addresses and took the details of the senior manager to write complaints To provide context for a Saturday night the restaurant wasn t particularly busy Looking around us when waiting for our food most people seemed to be on their desserts so there seemed to be no reason why the food was delayed There were also enough servers given the size of the dining room so again I don t understand why simple requests for water wine cutlery side plates and napkins took so long to materialise and after a lot of asking I dislike writing negative reviews and the one star given is to reflect that the ambience in the restaurant has definitely improved from when it was Relish However if you want a decent meal timely service and an overall positive experience I d give this place a miss 
negative; A disappointing night food terrible service no better I do not get this place at all Full of screaming children Sullen staff and Drunken customers I thought it was a family pub 
negative; Ordered the Big breakfast roll  it was a big roll with sausage the size of small finger a small rasher of bacon a tablespoon of tomatoes small bits of sliced mushrooms and a wee bit of black pudding  all of other only filled half the roll  all for after complaining I was told the portion was a good portion The lay by cafe before this place is only  for much bigger 
negative; Shocking service on many counts and rudeness from the moment we walked in Staff sat drinking but no manager to deal with our complaint 
negative; out for a drive stopped here for a drink my obviously very sick fatherwent in first to find a seat and was promptly told quot we ve stopped serving food quot so impressed with the welcome and customer service NOT we turned on our heels and journeyed on to much more welcoming and enlightened service of The Brittiannia inn whos praises I cannot sing enough SHAME on you pilot inn staff 
